id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts223011,Buried Secrets of The Bible With Albert Lin,SHOW,Albert Lin investigates two great stories of the Bible: Could real events lie behind the parting of the Red Sea and the destruction of Sodom and Gomorrah?,2019,TV-PG,44,"['documentation', 'history']",['US'],1,tt12204636,6.8,253,6.225,10
ts214210,Lost Cities with Albert Lin,SHOW,"Utilizing ground-penetrating radar, LiDar and 3D scanning, Lin will work with boots-on-the-ground archaeologists to discover and re-create unexcavated worlds still hidden beneath the earth.",2019,TV-14,44,"['documentation', 'history']",['US'],2,tt10366494,7.6,535,3.055,6.9
tm411627,Kim Possible,MOVIE,"Everyday teen hero Kim Possible and her best friend Ron Stoppable embark on their freshman year of high school, all while saving the world from evil villains. While Kim and Ron have always been one step ahead of their opponents, navigating the social hierarchy of high school is more challenging than the action-hero ever imagined. With Drakken and Shego lurking in the wings, Kim must rely on her family and Team Possible—Ron, tech-genius Wade, new friend Athena, and Rufus, a Naked mole-rat.",2019,PG,86,"['comedy', 'action']",['US'],0,tt7979492,3.7,3335,11.673,5.5
tm898825,Surviving the Mount St. Helens Disaster,MOVIE,The 1980 eruption of Mount St. Helens was the deadliest in U.S. history. Survivor testimonies and rare images reveal the cataclysms it unleashed.,2020,Others,45,"['documentation', 'history']",['GB'],0,tt12453440,7.3,125,2.119,4.5
tm845773,Timmy Failure: Mistakes Were Made,MOVIE,"An 11-year old boy believes that he is the best detective in town and runs the agency Total Failures with his best friend, an imaginary 1,200 pound polar bear.",2020,PG,99,"['fantasy', 'family', 'thriller', 'comedy', 'drama']",['US'],0,tt6820324,6,3136,10.166,6.2
ts237251,X-Ray Earth,SHOW,"Earth as it has never been seen before, by challenging preconceived notions about the world, making use of cutting-edge scientific tools, and travelling over, across and deep into the Earth's crust to learn just what makes the world tick.",2020,TV-14,44,['documentation'],['GB'],1,tt12988062,6.7,59,1.894,8.3
ts101535,Diary of a Future President,SHOW,A young Cuban-American girl embarks on a journey to become the future president of the United States.,2020,TV-PG,30,"['drama', 'family', 'comedy']",['US'],2,tt9695266,6.5,1151,14.685,7.7
tm945431,Black Beauty,MOVIE,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",2020,PG,110,"['drama', 'family']","['GB', 'ZA', 'DE', 'US', 'FR']",0,tt8484160,6.4,3965,11.228,8.1
tm405465,Lady and the Tramp,MOVIE,"The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",2019,PG,103,"['romance', 'comedy', 'family', 'animation', 'drama']",['US'],0,tt8096832,6.2,22679,20.565,7.285
ts216001,Out There with Jack Randall,SHOW,Zoologist Jack Randall journeys into Australia's Outback to encounter extraordinary wildlife.,2019,TV-14,44,['documentation'],['US'],1,tt10583412,6.1,83,0.665,8.5
tm977575,Folklore: The Long Pond Studio Sessions,MOVIE,"An intimate concert film, in which Taylor Swift performs each song from her album 'folklore' in order, as she reveals the meaning and the stories behind all 17 tracks for the very first time.",2020,PG,106,"['documentation', 'music', 'drama']",['US'],0,tt13524234,8.4,3832,11.561,8.6
ts115108,Encore!,SHOW,"Executive producer Kristen Bell, who also appears, reunites the cast of a high school musical and asks them to perform it again years later. Each former student reprises their role from their original production under the tutelage of Broadway directors, choreographers and voice coaches.",2019,TV-PG,54,['reality'],['US'],1,tt10219408,7.6,661,2.873,7.1
ts222579,Pixar in Real Life,SHOW,"This live action series brings iconic characters and moments from Pixar films into the real world. Filmed on location in and around New York City, the series surprises and delights real people in real locations when they least expect it.",2019,TV-G,4,"['reality', 'comedy', 'family']",['US'],1,tt11199558,6.5,824,3.505,6.5
ts218364,Kingdom of the White Wolf,SHOW,"Ronan Donovan, a National Geographic researcher, travels to the Arctic to study wolves.",2019,TV-PG,44,['documentation'],['US'],1,tt10704300,8,252,2.753,9.5
ts256265,Lance,SHOW,A personal examination of the rise and fall of Lance Armstrong.,2020,Others,101,['documentation'],['US'],1,tt11427436,7.5,1215,2.239,9
ts188374,Be Our Chef,SHOW,"A cooking competition that challenges five food-loving families to create delicious dishes inspired by the magic of Disney. In each episode, two families go head-to-head in a themed cooking challenge at Walt Disney World.",2020,TV-G,24,['reality'],['US'],1,tt10219416,6.5,185,1.198,5.6
tm376183,Penguins,MOVIE,"The story of Steve, an Adélie penguin, on a quest to find a life partner and start a family. When Steve meets with Wuzzo the emperor penguin they become friends. But nothing comes easy in the icy Antarctic.",2019,G,107,"['documentation', 'family']",['AU'],0,tt12080904,7.1,1747,5.187,6.9
ts105720,Bia,SHOW,"Bia loves to draw and paint. She and her two best friends spend time at Fundom, a place where they and influencers like to show off their talents. On the other hand, LAIX is a network in which its CEO only wants fame and money.",2019,TV-G,37,"['drama', 'family', 'music', 'romance', 'action', 'comedy']","['AR', 'BR']",4,tt9168904,6.8,209,30.829,7.9
tm961182,Expedition Everest,MOVIE,"Just inside Everest's notorious death zone, a team of climate scientists who specialize in extreme weather weigh their next move.",2020,PG,42,['documentation'],['US'],0,tt13009970,6.5,155,3.333,6.7
ts90413,Gigantosaurus,SHOW,"Four curious young dinosaur friends explore the mystery of Gigantosaurus, the largest, fiercest dinosaur of all, facing their individual fears and working together to solve problems during their many adventures.",2019,TV-G,11,['animation'],"['FR', 'US']",3,tt9636800,6.6,200,12.586,7
ts252988,Life Below Zero: Next Generation,SHOW,Individuals who have recently left their traditional lifestyle behind face a challenging new world off the grid in the wilds of Alaska.,2020,TV-14,44,['reality'],['US'],5,tt13049144,5.3,266,3.945,8.7
tm916947,Hamilton: History Has Its Eyes On You,MOVIE,"An intimate discussion about the groundbreaking musical that has become a global phenomenon featuring Hamilton's creator, its director, and cast members of the original Broadway production.  A Harvard Historian also shares insight on the historical relevance and accuracy of the production.",2020,PG,46,['documentation'],['US'],0,tt12690910,6.4,79,2.566,7
ts252221,Made in A Day,SHOW,"The last decade has seen a revolution in manufacturing. A just in time economy means the products we love are being made on a massive scale in record time. While lightening logistics mean global trade and distribution happens faster than ever. This is the story of how some of today's biggest brands, from Tesla Cars to Gibson Guitars, from Tabasco Sauce to Space Rockets, are made in America.",2020,Others,22,['documentation'],['US'],1,tt12833474,7.2,40,0.84,6
tm946363,Disney Channel Halloween House Party,MOVIE,"Disney Channel fan-favorite stars take on a variety of zany characters and spooktacular spoofs in this sketch comedy show. Filmed remotely, and hosted by Tobie Windham (“Just Roll With It&rdquo, the cast transforms themselves and their homes for a hilarious party filled with wacky sketches, including a befuddled monster, a pet goldfish’s virtual celebration, and other ghostly surprises and treats for kids and families.",2020,Others,23,"['comedy', 'family']",['US'],0,tt13845674,6,18,1.568,8.5
ts77182,101 Dalmatian Street,SHOW,"Follow the adventures of eldest siblings Dolly and Dylan, their Mum Delilah and Dad Doug, and their 97 younger brothers and sisters as they embark on urban adventures and extreme sibling rivalry. Together, the pups explore growing up and finding their own spot inside the biggest, messiest, furriest blended family ever.",2019,TV-Y7,17,"['animation', 'family', 'comedy']",['GB'],1,tt7019028,6,419,17.398,7.5
tm863958,Back to the Titanic,MOVIE,Back to the Titanic documents the first manned dives to Titanic in nearly 15 years. New footage reveals fresh decay and sheds light on the ship’s future.,2020,PG,45,['documentation'],['US'],0,tt12100782,6.2,365,5.672,6.2
tm468008,Phineas and Ferb: The Movie: Candace Against the Universe,MOVIE,"Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers.",2020,G,84,"['comedy', 'family', 'animation', 'scifi', 'action', 'thriller', 'fantasy']",['US'],0,tt10168894,7.1,4830,34.745,7.3
tm893036,Lost on Everest,MOVIE,"Reaching 29,029 feet, Mount Everest has long captivated mountaineers of all stripes. But a peak that draws athletes and mountaineers to new heights isn’t without danger — or a dark side. Perhaps the peak’s greatest mystery is the missing body of Andrew “Sandy” Irvine who disappeared alongside George Leigh Mallory in 1924 just 800 vertical feet from the summit. In Lost on Everest, we follow along as a team of elite climbers with new intel on the location of his missing body set out to solve what may be mountaineering’s great mystery. Along with the body, the team hopes to find Irvine’s camera and the footage that could rewrite history.",2020,PG-13,60,['documentation'],['US'],0,tt12660966,6.6,410,5.765,7.8
tm850243,Mars: One Day on the Red Planet,MOVIE,An epic journey around Mars — built from real satellite and rover data — revealing the red planet as you’ve never seen it before.,2020,Others,88,['documentation'],['US'],0,tt12611334,7,413,6.82,6.1
tm823347,Expedition Amelia,MOVIE,Explorer Robert Ballard sets out to solve the mystery of Amelia Earhart's disappearance as he and a team of experts travel to the remote Pacific atoll named Nikumaroro in search of her final resting place.,2019,Others,95,"['history', 'documentation']","['US', 'KI']",0,tt10719984,7.2,250,3.502,7.2
ts271634,Mickey Go Local,SHOW,"Mickey Go Local is a 2019 webcast animated series and also a locally-produced animated series exclusively for the Southeast Asian market. Though the episodes premiered on Disney Channel Asia's official YouTube channel, the series began airing on Disney Channel in Southeast Asia as interstitials.",2019,Others,3,"['comedy', 'animation']",['US'],1,tt13845582,5.7,67,1.793,7.3
tm974034,Safety,MOVIE,"The story of Ray-Ray McElrathbey, a freshman football player for Clemson University, who secretly raised his younger brother on campus after his home life became too unsteady.",2020,PG,122,"['drama', 'sport']",['US'],0,tt10954150,6.8,4295,9.419,7.5
ts254529,Meet the Chimps,SHOW,"The series takes viewers into the secret life of one of the largest and most unique wildlife sanctuaries in the world – Chimp Haven—a 200-acre refuge tucked deep in the forested heart of Louisiana, which is home to more than 300 chimpanzees.",2020,TV-14,37,['documentation'],['GB'],1,tt11853160,8.4,97,2.934,8
tm984389,Dory's Reef Cam,MOVIE,Dive into the waters below and watch the aquatic wildlife from the world of Nemo and Dory.,2020,G,182,"['animation', 'comedy', 'family']",['US'],0,tt13496400,3.6,296,40.998,6.1
tm845578,Marvel Rising: Playing with Fire,MOVIE,"Inferno’s powers are stolen by a young and powerful villain and it’s up to the Secret Warriors to defeat their new foe and help their friend. But does Inferno even WANT his powers back? Meanwhile, America Chavez learns a lesson about friendship and family from teammate Ms. Marvel.",2019,Others,44,"['action', 'animation', 'scifi', 'family']",['US'],0,tt11483514,5.2,331,6.199,6.6
ts255749,The Knights of Castelcorvo,SHOW,"Secrets. Mysteries. And frightening magical beings. The small town of Castelcorvo is not as rested as it seems and just a bunch of brave knight can keep it safe. Four kids - Giulia, Riccardo, Betta and Matteo - will have to solve mysterious enigmas and face their greatest fears to become the paladins who fight the evil that lurks in Castelcorvo.",2020,TV-PG,21,['thriller'],['IT'],1,tt13302530,5.8,68,1.817,8
tm882857,In the Footsteps of Elephant,MOVIE,"Follow filmmakers as they capture the epic journey of African elephants across the Kalahari desert. The team faces extreme weather, inaccessible terrain, crocodile-infested waters and close encounters with lions in order to shine a light on these remarkable creatures and their ancient migrations.",2020,G,88,"['documentation', 'family']",['US'],0,tt12100044,7.2,226,5.825,8
ts286382,Secrets of the Zoo: Tampa,SHOW,Embrace the wild side of the Sunshine State with a stellar zoo team devoted to the exotic cast of animals.,2020,TV-PG,44,"['documentation', 'family']",['US'],4,tt11708046,8.6,83,25.545,9.6
tm882856,Elephant,MOVIE,"Disneynature’s Elephant follows African elephant Shani and her spirited son Jomo as their herd make an epic journey hundreds of miles across the vast Kalahari Desert. Led by their great matriarch, Gaia, the family faces brutal heat, dwindling resources and persistent predators, as they follow in their ancestors’ footsteps on a quest to reach a lush, green paradise.",2020,G,86,"['family', 'documentation']",['US'],0,tt12036052,7.2,2311,9.664,7.8
ts235499,Critter Fixers: Country Vets,SHOW,Dr. Hodges and Dr. Ferguson own and operate a bustling veterinary clinic.,2020,TV-14,44,"['family', 'documentation']",['US'],5,tt11929804,8.8,193,7.361,10
tm851998,Notre Dame: Race Against the Inferno,MOVIE,"On April 15, 2019 600 firefighters of the Paris Fire Brigade fought for over 7 hours to save the Notre Dame Cathedral from fire. In this stunning documentary, witness firefighters testimonies as they struggle to wage war. Looking to save the massive building from flames and save the relics inside, not only for Paris but for this structure that serves as a symbol of Paris for the world.",2019,Others,44,"['documentation', 'drama']","['GB', 'FR']",0,tt11559162,7,5,2.21,6.3
ts287032,The Right Stuff,SHOW,"At the height of the Cold War, newly formed NASA selects seven of the military’s best test pilots to become astronauts. Competing to be the first in space, these men achieve the extraordinary, inspiring the world to turn towards a new horizon of ambition and hope.",2020,TV-14,44,"['drama', 'history']",['US'],1,tt7423322,6.8,3993,17.304,7.3
ts86432,Sydney to the Max,SHOW,"Outgoing 13-year-old Sydney is on the fast track to growing up, despite the goodhearted efforts of her protective father, Max. As Sydney attempts to spread her wings and make more decisions for herself, Max does everything he can to rein her in and keep her his little girl. But in so doing, his mother, Judy, is reminded of his own antics at Sydney's age, and the parallels -- illustrated by comical flashback sequences starring a young Max -- are both amusing and enlightening.",2019,TV-G,23,"['comedy', 'family']",['US'],3,tt8959856,6.4,628,15.777,8.2
ts88803,Gabby Duran and the Unsittables,SHOW,"Gabby Duran, who constantly feels like she’s living in the shadows of her mother and younger sister, finally finds her moment to shine when she inadvertently lands an out-of-this-world job to babysit an unruly group of very important extraterrestrial children who are hiding out on Earth with their families, disguised as everyday kids.",2019,TV-Y7,25,"['scifi', 'family', 'comedy']",['US'],2,tt12416372,5.6,331,13.901,7.944
ts94742,T.O.T.S.,SHOW,Pip the penguin and Freddy the flamingo become the first non-stork employees for T.O.T.S (Tiny Ones Transport Service) who deliver babies to their parents.,2019,TV-Y,21,"['music', 'animation', 'comedy', 'family']",['PH'],1,tt8304576,6.8,366,12.006,6.6
ts271431,Into the Unknown: Making Frozen II,SHOW,"The team behind Frozen II open their doors to cameras for a six-part documentary series to reveal the hard work, heart, and collaboration it takes to create one of the most highly-anticipated films in Walt Disney Animation Studios’ near-century of moviemaking. Cameras were there to capture an eye-opening - and at times jaw-dropping - view of the challenges and the breakthroughs, the artistry, creativity and the complexity of creating the #1 animated feature of all time.",2020,TV-PG,36,"['documentation', 'family']",['US'],1,tt10196382,8.5,857,11.692,6.895
tm461535,Marvel Rising: Heart of Iron,MOVIE,"Ironheart, AKA Riri Williams, is having difficulty adjusting to college life as the youngest student there when the college's engineering lab is demolished by an alien and her best friend is kidnapped. Inspired by Iron Man, she develops a plan to save her friend.",2019,Others,44,"['animation', 'scifi', 'action']",['US'],0,tt9073746,4.7,1259,11.57,7.1
ts83472,Fast Layne,SHOW,"Twelve-year-old overachiever Layne finds her orderly life thrown into a tailspin when she discovers a sophisticated talking car named “V.I.N.” hidden in an abandoned shed. With the help of her eccentric neighbor Zora, Layne embarks on a high-speed adventure filled with bad guys, secret agents and other surprises to unlock the mystery behind V.I.N.’s creation.",2019,TV-G,23,"['action', 'comedy', 'thriller', 'family', 'scifi']",['US'],1,tt8115666,5.5,255,10.048,7.4
ts112728,The Rocketeer,SHOW,"A girl inherits the persona of The Rocketeer, and with the help of her gadget-building friend they tackle epic adventures.",2019,TV-Y,23,"['animation', 'action', 'comedy', 'family', 'scifi']",['US'],1,tt8068852,5.2,253,7.723,10
tm827851,The Little Mermaid Live!,MOVIE,A live broadcast of the beloved animated Disney tale with live performances of the songs.,2019,Others,83,"['romance', 'animation', 'comedy', 'family', 'fantasy', 'music']",['GB'],0,tt10756376,5.6,1455,6.48,7.1
tm882855,Diving with Dolphins,MOVIE,"A chronicle of the making of Disneynature’s Dolphin Reef, the story of a young Pacific bottlenose dolphin named Echo. From wave surfing with dolphins in South Africa to dancing with humpback whales in Hawaii, filmmakers go to great lengths - and depths - to shed new light on the ocean’s mysteries.",2020,G,79,['documentation'],['US'],0,tt12100080,7,199,6.464,7.8
tm828138,Marvel Rising: Battle of the Bands,MOVIE,"On the day of Gwen’s “Battle of the Bands” competition, mysterious attacks force her and the Secret Warriors to investigate. Can they save the city and get Gwen to the concert on time?",2019,Others,22,"['action', 'scifi', 'animation', 'family']",['US'],0,tt10863978,5.3,379,6.186,6.9
tm941826,High School Musical: The Musical: The Holiday Special,MOVIE,"The cast of “High School Musical: The Musical: The Series” delivers an abundance of feel-good holiday cheer as they perform their favorite Christmas, Hanukkah and New Year’s songs and share their fondest holiday memories.",2020,Others,45,"['documentation', 'music', 'comedy', 'drama']",['US'],0,tt13290168,5.7,422,5.966,7.5
tm454706,Marvel Rising: Chasing Ghosts,MOVIE,"Hot on the trails of Sheath and Exile, Ghost-Spider teams up with the rest of the Secret Warriors to bring down the villains for good.",2019,Others,22,"['action', 'animation', 'family']",['US'],0,tt9073748,5.2,566,5.961,7.1
tm944621,The Real Right Stuff,MOVIE,"The story of America's first astronauts, known as the Mercury 7, told through archival news & radio reports, newly transferred & previously unheard NASA mission audio recordings, and more rare & unseen material.",2020,PG,90,"['documentation', 'history']",['US'],0,tt13237174,7.2,574,4.8,6.3
ts281895,Magic of Disney's Animal Kingdom,SHOW,"Magic of Disney’s Animal Kingdom gives viewers a backstage pass to explore the magic of nature within Disney’s Animal Kingdom Theme Park, Disney’s Animal Kingdom Lodge and The Seas with Nemo & Friends at EPCOT. Each episode dives into the details, unveiling the multifaceted aspects of animal care, conservation and Disney Imagineering and showcases the parks’ magnificent array of more than 300 species and 5,000-plus animals and the herculean tasks their animal care experts undertake to keep things running day and night.",2020,TV-PG,41,"['documentation', 'reality']",['GB'],2,tt10196378,8.3,384,4.684,7.2
tm835342,Marvel Rising: Operation Shuri,MOVIE,"The lives of the Secret Warriors are turned upside down when faced with their latest mission: hang out with Shuri, the Crown Princess of Wakanda, and show her what it’s like to be an ordinary teenager. But nothing’s ordinary when you’re dealing with one of the smartest and most famous people on the planet.",2019,Others,22,"['scifi', 'animation', 'action']",['US'],0,tt11113964,5,391,4.491,6.5
ts90809,Just Roll with It,SHOW,A sitcom about fun-loving newlyweds and their polar-opposite stepsiblings gets an improvisational twist as members of the studio audience vote on the direction of key scenes in each episode.,2019,TV-G,24,"['comedy', 'family']",['US'],2,tt9181662,5.1,322,4.392,7.1
tm457861,Victoria Gotti: My Father's Daughter,MOVIE,"A revealing look at the life of Victoria Gotti, the daughter of notorious mob boss John Gotti.",2019,PG,86,"['drama', 'crime']",['US'],0,tt9165636,5.5,382,3.592,6.2
tm460582,Into the Grand Canyon,MOVIE,"Two journalists traverse the Grand Canyon by foot, hoping this 750-mile walk will help them better
 understand one of America's most revered landscapes and the threats poised to alter it forever.",2019,PG,84,['documentation'],['US'],0,tt9822474,7.2,497,3.407,7.7
ts109657,Lost Treasures of the Maya,SHOW,"A new ""treasure map"" of the Maya world is transforming what we thought we knew of one of the world most mysterious ancient civilizations.",2019,TV-14,29,"['documentation', 'history']","['US', 'GT']",1,tt10276578,6.6,272,3.398,9
tm885652,A Celebration of the Music from Coco,MOVIE,Remember and relive the songs that moved you from the movie Coco.,2020,Others,47,"['documentation', 'music']",['US'],0,tt12076020,7,267,3.396,7.2
tm448006,Mission to the Sun,MOVIE,"A look at NASA's Parker Solar Probe, which launched its mission to explore the sun in August 2018.",2019,PG,44,['documentation'],['US'],0,tt9165688,6.6,228,3.275,6.5
tm914724,Adventure Thru the Walt Disney Archives,MOVIE,"Explore the rich history of the Walt Disney Archives as legendary producer and host Don Hahn tours rarely seen areas of the department’s vast collections along with beloved Disney locations — including theme parks and the studio lot — through an engaging, historical lens.",2020,PG,60,['documentation'],['US'],0,tt15222206,7.2,122,3.252,7
tm935341,Once Upon a Main Street,MOVIE,"Amelia Lewis is super excited when she buys an available storefront, planning to open a year-round Christmas shop. But her celebration comes to a screeching halt when she discovers that Vic Manning has also bid on the property. After continually bickering and trying to one-up each other, the two combatants learn to work together and even get the merchants on Main Street to put aside their differences for the greater good.",2020,Others,88,"['drama', 'romance', 'comedy']",['US'],0,tt13064420,6.3,720,3.199,6.7
tm516136,Sharks of Lost Island,MOVIE,"Four new species of this colourful yet overlooked group of reef dwellers have been found since 2008, a new study says.",2019,PG,45,['documentation'],['US'],0,tt7217020,5.6,140,3.15,5.8
ts256165,ZOMBIES: Addison's Moonstone Mystery,SHOW,"Your favorite Seabrook monsters are back with all new mysteries no one saw coming. The story begins at Seabrook High, where zombies, werewolves, and humans are all co-existing happily. A new girl at school, Vanna, whom Addison immediately befriends, threatens to shake up the dynamic when they learn that she is not all that she seems.",2020,Others,2,"['scifi', 'animation', 'romance', 'family']",['US'],2,tt15379852,6.1,37,3.064,5.2
ts189132,Marvel's Hero Project,SHOW,"This 20-episode series shares the remarkable, positive change several young heroes are making in their own communities across the country. These inspiring kids have dedicated their lives to selfless acts of bravery and kindness, and now, Marvel celebrates them as the true Super Heroes they are by welcoming them into Marvel's Hero Project.",2019,TV-G,26,"['documentation', 'scifi', 'reality', 'action']",['US'],1,tt10163846,6.8,171,2.945,7.1
tm856241,D. Wade: Life Unexpected,MOVIE,Dwyane Wade's upcoming documentary provides a look at the highs and lows of the NBA superstar's life and career.,2020,PG-13,120,"['documentation', 'sport']",['US'],0,tt11097590,7.2,245,2.856,7
ts360108,Mickey Mouse Mixed-Up Adventures,SHOW,Hot Dog! Get mixed-up with Mickey and all of his pals in his new house in Hot Dog Hills!,2019,TV-Y,23,"['comedy', 'family', 'sport', 'animation']",['US'],1,tt11130978,6,627,2.811,9.5
tm855130,Lost Temple of The Inca,MOVIE,"In the mountains of Peru, an environmental scientist discovers ancient artifacts submerged beneath the headwaters of the Amazon; his findings could save this sacred landscape from mining devastation.",2020,PG,42,"['thriller', 'documentation']",['US'],0,tt11668444,6.7,145,2.791,6.4
tm674489,The Lost Tomb of Alexander the Great,MOVIE,"In this gripping investigation, archaeologist Pepi Papakosta is on a hunt for Alexander the Great's lost tomb, and she makes an extraordinary discovery.",2019,PG,44,"['documentation', 'history']",['GB'],0,tt10290670,6.4,382,2.766,6.8
tm881728,Born Wild: The Next Generation,MOVIE,"In celebration of the 50th anniversary of Earth Day, National Geographic presents BORN WILD: THE NEXT GENERATION hosted by “Good Morning America’s” co-anchor Robin Roberts. The one-hour television event presents stories of hope and gives viewers a revealing look at our planet’s next generation of baby animals and their ecosystems, which face daunting environmental changes. Filmed in stunning locations around the globe such as Australia, California, Hawaii, Minnesota, Sri Lanka and Kenya, National Geographic Explorers and ABC News correspondents take viewers on a journey to fascinating, breathtaking environments to witness and celebrate the diversity and splendor of charismatic baby animals, their families and habitats. The special is a worldwide celebration of our vibrant planet and the animals that inhabit it.",2020,G,60,['documentation'],['US'],0,tt12194646,7.9,30,2.665,8
ts237076,It's a Dog's Life with Bill Farmer,SHOW,"As the iconic voice of Goofy and Pluto for more than 30 years, Disney Legend Bill Farmer steps out from behind the microphone to meet his own favorite characters — dogs! Join Bill as he crosses the country meeting dogs doing incredible work!",2020,TV-G,22,['documentation'],['US'],1,tt12105232,7.9,98,2.642,9
tm963593,Shark vs. Whale,MOVIE,"A routine drone survey turns deadly when Ryan Johnson, a marine biologist based in South Africa, films a humpback whale being attacked and strategically drowned by a Great white shark. This is a total perspective shift on a creature he's spent his life studying. To make sense of this event, Ryan follows Humpback whales on their migration, mapping their weak spots. He also takes a new look at Great White sharks. How do they become whale killers?",2020,Others,45,['documentation'],['US'],0,tt12820178,5.5,54,2.615,8
tm922170,The Lost City Of Machu Picchu,MOVIE,"An investigation into the mysterious people who built Machu Picchu, the 15th-century Inca citadel located in southern Peru.",2019,PG-13,44,"['documentation', 'history']",['US'],0,tt12768204,7.1,106,2.466,7
tm933514,Buried Truth of the Maya,MOVIE,"Maya legend tells us that there is a hidden underground cave below Chichen Itza, now high tech archaeologists are here to find the buried truth.",2019,PG,47,"['thriller', 'documentation']",['US'],0,tt12794742,5.5,215,2.393,5.5
ts225082,"Heartland Docs, DVM",SHOW,"In picturesque rural Nebraska, the husband and wife veterinary team of Drs. Ben and Erin Schroeder cares for the region's many animals in need.",2020,TV-PG,44,"['reality', 'documentation']",['US'],4,tt11783490,8.8,150,2.389,8.5
ts235673,Secrets of the Zoo: Down Under,SHOW,"A behind-the-scenes look at what it takes to run the Taronga Zoo Sydney, Australia's largest zoo, located on the shores of Sydney Harbour.",2020,Others,43,['documentation'],['US'],3,tt15313408,8.2,27,2.33,7.25
tm902037,Chasing the Equinox,MOVIE,Documentary examines how ancient civilizations built iconic monuments that align with the sun on the same day.,2020,Others,45,['documentation'],['US'],0,tt12413186,6.5,123,2.295,7
ts237232,Kingdom of the Mummies,SHOW,"The series follows a team of archaeologists led by Ramadan Hussein from Germany’s Eberhard Karls University of Tübingen, in conjunction with Egypt’s Ministry of Tourism and Antiques, as they uncover the country’s first known fully intact funeral home.",2020,TV-14,44,['documentation'],['US'],1,tt12366196,7.2,129,2.292,7
tm470579,The Dominican Dream,MOVIE,"In the early 1990s, the future of basketball belonged to a young Dominican immigrant named Felipe Lopez. Featured on the cover of Sports Illustrated at the age of 17, Lopez's story is the ultimate profile of the American dream.",2019,Others,77,"['documentation', 'sport']",['US'],0,tt10011270,7.6,100,2.214,7.8
tm976257,Disney Holiday Magic Quest,MOVIE,"Raven-Symoné virtually hosts the challenge, which features ""ZOMBIES 2"" stars competing in a holiday adventure through Magic Kingdom Park. After iconic Disney villains Maleficent and Evil Queen steal holiday magic, the stars must overcome obstacles and complete challenges to restore the joy of the season.",2020,G,45,N/A,['US'],0,tt13522634,6.5,41,2.034,9
ts225533,Wild Cats of India,SHOW,"India's wildcats have been symbols of strength & royalty since the ancient times. Despite the reverence they evoke and their own adaptability & prowess, these cats have been pushed to the brink. Yet, they are the last hope for protecting the country's wild spaces. Two years in the making, 'Wild Cats of India' has journeyed across country's contrasting landscapes with an ambition to paint an intimate portrait of the intriguing lives of wildcats.",2020,Others,44,['documentation'],['IN'],1,tt11920706,7.6,60,1.96,9
ts322002,Chibi Tiny Tales,SHOW,A comedy short series following various Disney Channel shows and movies would follow suit in chibi format.,2020,TV-Y7,1,"['animation', 'family', 'comedy']",['US'],3,tt20190086,7.5,18,1.96,5
tm978794,The Disney Holiday Singalong,MOVIE,"Returning for a third iteration, “The Disney Holiday Singalong” features more music and magic just in time for the holidays. The one-hour festive musical event includes star-studded performances, animated on-screen lyrics, more favorite Disney melodies and classic holiday songs.",2020,Others,45,"['music', 'comedy', 'family']",['US'],0,tt13392122,5.9,192,1.959,8.1
ts94668,Prairie Dog Manor,SHOW,"""Prairie Dog Manor"" gives an in depth look at the unique behaviors and relationships between the Prairie Dogs that inhibit the Valles Caldera National Preserve in northern New Mexico.",2019,Others,22,"['reality', 'documentation']",['US'],1,tt8316986,8,57,1.901,10
tm942473,Wild Portugal,MOVIE,"Picture a land of boulder-strewn shorelines, isolated mountaintops, and golden prairies. Here, packs of wolves stalk herds of ancient mustangs and tree-climbing carnivores keep entire forests on edge. Meanwhile, high above the crashing surf, a pair of storks attempts to raise a family on a narrow ledge atop a towering cliff. EUROPE'S WILD WEST is a place where survival is reserved for those with the keenest senses... and the quickest draw.",2020,PG-13,44,['documentation'],['DE'],0,tt16043106,7.1,43,1.883,6
ts187009,Witness to Disaster,SHOW,Extreme footage and surviving witnesses bring to life the terrifying reality of what it is like to experience outright disaster.,2019,TV-PG,44,['documentation'],['GB'],1,tt10332528,7.8,52,1.873,7
tm954191,Being the Queen,MOVIE,The story of Queen Elizabeth II from those who know her best.,2020,PG-13,45,['documentation'],"['GB', 'US']",0,tt13237134,6.5,137,1.863,7
ts238237,Alaska Animal Rescue,SHOW,"Dedicated first responders, veterinarians and animal caretakers from the Alaska SeaLife Center, the Alaska Raptor Center and the Alaska Wildlife Conservation Center brave dangerous terrain and unforgiving climates to respond to animals in need.",2020,Others,44,"['reality', 'documentation']",['US'],2,tt12188528,8.8,53,1.812,9.7
